Iteration,Layer,Index,Bit
1169,features[22],1221640,1
1170,features[15],811712,4
1171,classifier[6],11388,3
1172,features[25],32987,1
1173,features[4],29268,3
1174,features[8],152122,1
1175,classifier[6],13460,1
1176,features[0],1683,0
1177,features[11],320363,3
1178,features[4],57313,4
1179,features[4],19205,4
1180,features[4],44439,1
1181,classifier[6],14172,1
1182,features[4],33393,1
1183,features[22],1567723,3
1184,features[22],1532337,3
1185,features[11],89828,2
1186,features[15],762722,3
1187,classifier[6],39430,4
1188,features[11],41801,4
1189,features[25],887464,4
1190,features[4],35501,4
1191,classifier[6],36110,0
1192,features[22],1262211,0
1193,classifier[3],14094606,1
1194,features[15],701398,3
1195,features[18],396061,0
1196,features[22],1437514,3
1197,features[25],1926479,1
1198,features[0],219,1
1199,classifier[3],13983978,2
1200,features[0],1652,4
1201,features[15],293913,3
1202,features[15],668360,3
1203,classifier[3],8605470,3
1204,features[22],838860,0
1205,features[11],109239,3
1206,features[15],281591,0
1207,classifier[6],18163,0
1208,classifier[0],1311801,4
1209,features[22],154853,1
1210,features[15],86510,2
1211,classifier[3],14903735,4
1212,classifier[6],7292,4
1213,features[18],906337,2
1214,features[0],121,2
1215,classifier[0],430380,0
1216,features[18],105708,0
1217,classifier[0],1375103,0
1218,features[8],161383,2
1219,features[8],140336,4
1220,features[4],46656,1
1221,classifier[0],952483,0
1222,features[11],532839,3
1223,features[8],294516,4
1224,features[25],24899,1
1225,features[4],57840,0
1226,features[15],1115727,2
1227,classifier[6],22448,3
1228,features[0],172,0
1229,features[22],113982,0
1230,features[8],57274,2
1231,features[4],15778,3
1232,classifier[3],2624501,1
1233,features[18],2159045,1
1234,features[4],29662,0
1235,classifier[6],9469,4
1236,features[25],1420372,4
1237,features[22],1480992,0
1238,features[0],942,0
1239,features[25],722461,1
1240,features[8],73077,0
1241,features[22],1221154,4
1242,features[22],1796430,0
1243,classifier[3],9447589,3
1244,classifier[3],13341248,1
1245,features[18],1150063,0
1246,classifier[3],13760556,0
1247,features[15],519180,2
1248,features[15],496036,4
1249,features[0],1375,0
1250,features[15],391566,2
1251,classifier[0],617661,2
1252,classifier[3],11327513,0
1253,classifier[3],998588,1
1254,features[22],2017769,4
1255,features[25],900420,4
1256,classifier[3],4594374,2
1257,classifier[0],1976424,2
1258,features[22],1816964,1
1259,classifier[0],1984539,1
1260,classifier[0],1418068,4
1261,features[4],40146,3
1262,features[8],155871,2
1263,features[0],1120,1
1264,features[11],105062,3
1265,features[0],1072,3
1266,features[0],1084,4
1267,classifier[6],36241,0
1268,features[18],1026334,3
1269,classifier[6],34594,4
1270,classifier[3],9210777,2
1271,features[11],127793,0
1272,features[11],523118,0
1273,features[25],723973,3
1274,features[8],164805,2
1275,classifier[6],34145,0
1276,features[11],159978,0
1277,classifier[0],976065,3
1278,features[8],230704,4
1279,features[4],58003,3
1280,classifier[0],1504683,3
1281,features[22],2191098,1
1282,features[22],2073656,2
1283,features[25],1191212,1
1284,features[8],261218,1
1285,features[11],40721,3
1286,classifier[6],31223,2
1287,features[0],1059,3
1288,features[15],865200,3
1289,classifier[3],11031321,4
1290,classifier[6],9764,2
1291,classifier[6],28541,4
1292,features[15],436457,3
1293,features[25],1973199,4
1294,features[4],25799,0
1295,features[11],248074,2
1296,classifier[3],2444611,2
1297,features[11],142044,4
1298,features[8],20207,1
1299,features[8],257460,4
1300,features[0],94,1
1301,features[15],1143072,2
1302,classifier[6],26230,1
1303,classifier[0],1246434,2
1304,features[4],34662,4
1305,features[25],1241834,0
1306,features[8],196682,4
1307,features[15],1106487,1
1308,features[11],164994,2
1309,features[8],209563,3
1310,features[0],1133,2
1311,features[22],1813499,3
1312,features[18],245041,4
1313,features[15],743989,1
1314,features[8],237973,1
1315,features[4],8463,3
1316,features[15],841572,3
1317,features[18],1383593,3
1318,features[18],2170030,0
1319,features[4],17627,4
1320,features[8],216617,3
1321,classifier[3],10159233,4
1322,features[11],485145,2
1323,classifier[0],373047,0
1324,classifier[0],758861,3
1325,features[22],1379061,4
1326,classifier[0],431498,1
1327,features[22],898017,1
1328,classifier[6],23499,2
1329,features[0],382,0
1330,classifier[3],3455895,2
1331,classifier[3],150986,4
1332,features[0],1240,3
1333,features[25],435209,1
1334,features[8],123090,1
1335,features[18],1039946,2
1336,classifier[6],23502,2
1337,classifier[6],13069,4
1338,classifier[0],738373,0
1339,classifier[3],1194528,4
1340,classifier[3],4149249,0
1341,features[11],428965,0
1342,features[18],767574,0
1343,features[18],2250652,1
1344,features[11],351022,3
1345,classifier[3],6374223,3
1346,features[15],66156,4
1347,features[15],997102,2
1348,features[15],1119287,3
1349,classifier[0],567241,4
1350,features[22],433927,1
1351,features[22],1878011,0
1352,classifier[6],12287,2
1353,classifier[3],9584144,0
1354,features[18],532935,4
1355,features[25],955797,2
1356,features[18],1583910,0
1357,classifier[6],33868,2
1358,features[8],85166,4
1359,features[11],181939,3
1360,classifier[6],30236,1
1361,features[8],293650,0
1362,classifier[6],35921,2
1363,features[0],298,0
1364,features[22],1849774,1
1365,features[15],875738,0
1366,features[4],46860,2
1367,features[18],2125610,0
1368,features[22],638801,1
1369,features[4],46864,2
1370,features[18],974433,1
1371,features[25],2186789,0
1372,features[11],123108,4
1373,classifier[6],36320,3
1374,classifier[6],21193,3
1375,features[18],962528,1
1376,classifier[0],678039,1
1377,features[25],2054776,0
1378,features[15],786290,2
1379,features[22],670978,4
1380,features[15],623153,4
1381,features[15],511694,2
1382,features[8],278059,3
1383,features[22],922867,4
1384,features[25],191552,4
1385,features[4],60296,2
1386,features[4],26100,1
1387,classifier[6],36187,4
1388,features[18],441148,0
1389,features[18],503586,4
1390,features[18],178670,0
1391,features[4],43416,3
1392,features[4],19293,4
1393,classifier[3],5161642,1
1394,features[8],91076,3
1395,classifier[3],7113264,1
1396,features[8],243875,2
1397,features[0],467,2
1398,features[4],63020,2
1399,features[25],1844497,0
1400,classifier[3],4884645,3
1401,features[25],658724,0
1402,classifier[6],10894,3
1403,features[4],53894,2
1404,features[4],51556,4
1405,features[8],13335,4
1406,features[25],1451477,3
1407,features[25],1838060,2
1408,features[8],21330,2
1409,features[18],1880768,3
1410,features[15],60859,2
1411,features[8],747,2
1412,features[15],508394,4
1413,classifier[0],2094263,1
1414,classifier[3],14215921,1
1415,features[11],409007,0
1416,features[25],2097258,3
1417,features[18],1923931,3
1418,features[4],5080,3
1419,features[11],432972,2
1420,classifier[3],12781228,2
1421,features[15],1061483,3
1422,features[4],51459,1
1423,features[25],796395,0
1424,features[15],788703,4
1425,features[11],353807,2
1426,features[8],196592,1
1427,features[0],1204,3
1428,features[22],1961887,2
1429,features[22],1201021,4
1430,features[22],1751142,4
1431,features[0],1141,3
1432,features[0],496,4
1433,features[0],1684,4
1434,features[22],527947,1
1435,classifier[0],1032275,2
1436,classifier[3],2927597,0
1437,features[15],201765,3
1438,features[22],1375556,3
1439,features[0],1303,4
1440,features[22],1720997,3
1441,features[8],12990,2
1442,classifier[6],24968,1
1443,features[0],1603,1
1444,classifier[6],14558,2
1445,features[0],577,2
1446,features[4],59259,1
1447,features[11],410581,0
1448,classifier[0],524253,3
1449,features[0],788,2
1450,classifier[6],37094,4
1451,features[11],204536,0
1452,features[11],320739,1
1453,classifier[0],1000069,3
1454,classifier[0],658427,2
1455,features[8],58081,3
1456,features[11],64224,2
1457,features[11],47356,0
1458,features[25],368207,2
1459,features[25],752795,0
1460,features[18],1837920,2
1461,features[25],421286,3
1462,features[8],206433,1
1463,features[25],169703,1
1464,features[0],569,2
1465,features[11],223013,0
1466,features[25],283709,3
1467,classifier[3],11924253,1
1468,features[15],831050,3
1469,classifier[3],12309907,0
1470,features[25],1122398,4
1471,features[0],462,2
1472,features[25],1447585,0
1473,features[11],327138,1
1474,features[25],687675,2
1475,features[0],1266,3
1476,features[25],1905373,3
1477,features[25],147164,3
1478,classifier[3],5060008,0
1479,features[22],1353292,1
1480,features[0],540,3
1481,classifier[0],1590914,3
1482,classifier[3],8088179,2
1483,classifier[3],11842685,2
1484,classifier[3],6664721,3
1485,features[8],211355,0
1486,features[18],1385957,1
1487,features[18],1037444,4
1488,features[0],633,3
1489,classifier[0],1018079,4
1490,features[8],215453,1
1491,features[22],1928095,2
1492,features[0],457,3
1493,classifier[6],30826,0
1494,features[22],824081,4
1495,features[8],141115,0
1496,features[18],388113,1
1497,features[22],1996285,2
1498,classifier[6],40867,2
1499,features[22],627309,3
1500,classifier[6],28579,1
1501,classifier[6],39502,3
1502,features[15],194466,0
1503,features[18],880909,3
1504,features[25],1904778,4
1505,features[4],8353,0
1506,features[18],2023644,2
1507,features[22],1216213,4
1508,features[8],100548,4
1509,features[15],428574,2
1510,classifier[3],2607620,1
1511,classifier[3],15090137,4
1512,features[25],634764,1
1513,classifier[0],1350775,0
1514,features[4],52707,2
1515,features[8],62738,0
1516,features[15],381627,0
1517,features[11],436691,4
1518,classifier[6],10563,3
1519,features[0],543,2
1520,features[8],87005,2
1521,features[8],103338,1
1522,features[8],251840,0
1523,features[11],542656,2
1524,classifier[3],11179987,2
1525,features[18],1778310,3
1526,features[8],60498,1
1527,classifier[6],30963,3
1528,features[18],849312,1
1529,features[8],1196,2
1530,features[0],882,1
1531,features[11],7944,0
1532,features[8],144756,4
1533,features[8],105796,1
1534,classifier[6],31773,0
1535,features[11],503866,4
1536,features[4],51480,1
1537,features[25],1184572,3
1538,features[22],1623608,2
1539,features[4],5347,3
1540,classifier[6],33356,4
1541,features[0],180,4
1542,classifier[0],416784,0
1543,classifier[6],10591,0
1544,features[22],1589149,2
1545,features[25],107378,2
1546,features[25],529291,1
1547,classifier[0],1203309,4
1548,features[4],66318,2
1549,features[4],53031,4
1550,features[0],997,3
1551,features[18],1248700,0
1552,features[22],2324146,3
1553,features[8],55819,1
1554,features[18],1525498,3
1555,features[11],42701,3
1556,classifier[0],1928484,4
1557,classifier[0],992231,1
1558,features[0],1462,0
1559,features[18],510002,2
1560,classifier[6],37022,3
1561,features[18],348410,0
1562,classifier[0],1632484,4
1563,classifier[0],293818,0
1564,classifier[3],8123055,2
1565,features[25],1914354,0
1566,features[18],1364606,0
1567,features[11],284744,2
1568,classifier[3],6741438,2
1569,features[0],859,0
1570,classifier[0],644215,2
1571,features[4],7102,1
1572,classifier[0],769109,4
1573,features[25],1940506,2
1574,classifier[6],26882,3
1575,features[4],12922,4
1576,features[15],380325,1
1577,features[4],57883,4
1578,features[0],1184,0
1579,features[15],264330,4
1580,features[0],555,0
1581,features[0],209,2
1582,features[11],293879,0
1583,features[11],143755,2
1584,features[4],44498,3
1585,features[22],2105706,2
1586,features[25],2040839,1
1587,classifier[0],571415,4
1588,features[11],337570,4
1589,features[22],1497900,2
1590,features[22],436797,0
1591,features[0],1717,1
1592,features[8],216367,0
1593,features[15],218574,0
1594,features[8],23080,3
1595,classifier[3],15304900,1
1596,features[8],183402,4
1597,classifier[3],15502734,4
1598,features[22],1007397,0
1599,features[4],2473,3
1600,features[8],135555,2
1601,features[4],38810,3
1602,features[0],163,0
1603,features[4],61094,1
1604,features[4],24551,0
1605,features[11],79207,4
1606,classifier[0],1768184,4
1607,features[4],71768,4
1608,features[8],130077,4
1609,features[11],290016,0
1610,features[18],43456,0
1611,classifier[6],40415,1
1612,features[15],1148090,1
1613,features[8],5822,2
1614,features[8],179476,2
1615,classifier[6],11745,0
1616,features[11],414787,2
1617,features[0],1085,0
1618,features[11],513272,2
1619,features[15],601704,3
1620,features[4],40425,1
1621,features[8],267896,2
1622,classifier[6],950,0
1623,classifier[0],1318848,1
1624,features[18],799678,4
1625,features[11],57345,3
1626,features[4],43183,4
1627,features[8],57715,1
1628,features[18],1421454,3
1629,features[22],664798,1
1630,features[15],38534,3
1631,features[4],55795,3
1632,features[4],34800,0
1633,features[22],1207966,1
1634,features[18],945522,3
1635,classifier[0],1011860,3
1636,features[22],116714,1
1637,features[18],1790842,1
1638,features[18],999482,0
1639,features[15],704311,2
1640,features[22],859222,4
1641,features[25],1916581,2
1642,features[11],499638,4
1643,classifier[3],934317,2
1644,features[25],1526318,4
1645,classifier[0],1631500,4
1646,features[11],13126,2
1647,classifier[6],7614,1
1648,features[15],379133,1
1649,classifier[3],11091663,1
1650,classifier[3],11331093,2
1651,features[0],1519,2
1652,features[22],341043,3
1653,classifier[0],963589,0
1654,classifier[0],1436205,1
1655,classifier[6],6771,0
1656,features[15],385080,1
1657,features[0],687,2
1658,features[0],1695,1
1659,features[11],291977,2
1660,classifier[0],944702,2
1661,features[11],224271,3
1662,classifier[6],21489,3
1663,classifier[6],40820,1
1664,features[4],45949,0
1665,features[18],621477,4
1666,features[25],1231980,0
1667,features[25],1141968,0
1668,features[22],589347,0
1669,features[8],124021,4
1670,features[0],753,4
1671,classifier[3],4514623,2
1672,features[11],143149,1
1673,features[22],1613609,2
1674,classifier[3],1085124,2
1675,features[25],1129232,2
1676,classifier[6],4845,0
1677,features[4],13120,0
1678,features[0],438,3
1679,features[18],1927414,2
1680,classifier[6],20787,3
1681,features[4],7140,3
1682,classifier[6],7364,4
1683,features[11],171652,2
1684,features[25],1947981,1
1685,features[18],367371,1
1686,classifier[6],5344,1
1687,features[25],838917,1
1688,features[8],243233,3
1689,features[8],48553,2
1690,classifier[6],20697,2
1691,features[15],1005957,0
1692,features[18],2034510,4
1693,features[22],216166,1
1694,classifier[3],13993107,2
1695,classifier[3],15572837,4
1696,features[11],307481,1
1697,features[8],223831,3
1698,features[15],61425,4
1699,features[22],579753,3
1700,features[8],148980,0
1701,classifier[3],3201135,0
1702,features[25],2116308,0
1703,features[11],573190,0
1704,features[4],65233,3
1705,features[25],2350930,1
1706,classifier[6],34085,3
1707,features[15],994037,2
1708,features[8],35213,4
1709,features[22],613789,2
1710,classifier[0],928733,0
1711,features[0],880,0
1712,features[4],32730,3
1713,features[22],2294425,3
1714,features[0],465,0
1715,features[22],999006,3
1716,features[0],1710,1
1717,features[4],28767,3
1718,features[15],716829,3
1719,classifier[3],14940429,4
1720,features[8],254231,2
